rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
1032,27759997,Timón de Triana,(1),Boat Tours,5,1,FALSE,,,"Two-hour cruise along the Guadalquivir basin, with typical tapas from the region, drinks and live music during the cruise.",https://www.tripadvisor.com/Attraction_Review-g187443-d27759997-Reviews-Timon_de_Triana-Seville_Province_of_Seville_Andalucia.html
1033,3648378,Lab4,(7),Bars & Clubs,4.7,7,FALSE,,,Premium cocktails in a unique setting to enjoy a good combination or one of its 69 cocktails. Unique.,https://www.tripadvisor.com/Attraction_Review-g187443-d3648378-Reviews-Lab4-Seville_Province_of_Seville_Andalucia.html
1034,32986056,Natura Organica Sevilla The Orange Shop,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d32986056-Reviews-Natura_Organica_Sevilla_The_Orange_Shop-Seville_Province_of_Seville_Andalucia.html
1035,34077722,Conoce Sevilla,(1),"Literary, Art & Music Tours",5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d34077722-Reviews-Conoce_Sevilla-Seville_Province_of_Seville_Andalucia.html
1036,33254960,Virtual Zone Sevilla,(1),Adrenaline & Extreme Tours,5,1,FALSE,,,"Virtual Reality Center in Seville pioneered the development of fully immersive leisure and entertainment experiences. Experience the highest rated VR as a team with your friends, family, colleagues…",https://www.tripadvisor.com/Attraction_Review-g187443-d33254960-Reviews-Virtual_Zone_Sevilla-Seville_Province_of_Seville_Andalucia.html
1037,5899843,Bar Santa Maria,(4),Speciality & Gift Shops • Bars & Clubs,4,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d5899843-Reviews-Bar_Santa_Maria-Seville_Province_of_Seville_Andalucia.html
1038,34034101,Sevilla FIETSTOURS,(1),Bike Tours,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d34034101-Reviews-Sevilla_FIETSTOURS-Seville_Province_of_Seville_Andalucia.html
1039,33320924,"G.F. Santo Lignum Crucis, Ntro. Padre Jesús de la Piedad, Ntra. Sra. de la Salud y Esperanza y San Juan Evangelista",(1),Churches & Cathedrals,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33320924-Reviews-G_F_Santo_Lignum_Crucis_Ntro_Padre_Jesus_de_la_Piedad_Ntra_Sra_de_la_Salud_y_Esp.html
1040,21332854,Amenotours,(2),City Tours • Multi-day Tours,5,2,FALSE,,,Company dedicated to conducting excursions and activities in the most educational and entertaining way in Andalusia and Madrid. Live your trips in the most enjoyable way,https://www.tripadvisor.com/Attraction_Review-g187443-d21332854-Reviews-Amenotours-Seville_Province_of_Seville_Andalucia.html
1041,19535826,TravellerSevilla,(2),Paint & Pottery Studios • Multi-day Tours,5,2,FALSE,,,"Traveling to the past is exciting Welcome to Seville! My name is Sara, I am an art historian, official tourism guide in Andalusia and I love to travel! As a traveler and as a professional, I created…",https://www.tripadvisor.com/Attraction_Review-g187443-d19535826-Reviews-TravellerSevilla-Seville_Province_of_Seville_Andalucia.html
1042,33100922,Sevilledeluxe,(1),Sightseeing Tours,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33100922-Reviews-Sevilledeluxe-Seville_Province_of_Seville_Andalucia.html
1043,25565400,CityAppTour Seville,(2),City Tours • Cultural Tours,4,2,FALSE,,,Enjoy a self-guided walking tour in a city of choice. The App of City App Tour is your perfect travel companion with a detailed map and personal audio guide in 7 languages. Visit the main attractions…,https://www.tripadvisor.com/Attraction_Review-g187443-d25565400-Reviews-CityAppTour_Seville-Seville_Province_of_Seville_Andalucia.html
1044,33929226,Hungarian Pavillon EXPO 1992,(1),Points of Interest & Landmarks,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33929226-Reviews-Hungarian_Pavillon_EXPO_1992-Seville_Province_of_Seville_Andalucia.html
1045,33404071,Serenity Retreat By Sanasalud,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33404071-Reviews-Serenity_Retreat_By_Sanasalud-Seville_Province_of_Seville_Andalucia.html
1046,33413278,Bar Nouvelle,(1),Bars & Clubs,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33413278-Reviews-Bar_Nouvelle-Seville_Province_of_Seville_Andalucia.html
1047,23717165,Nightclub Lobby Club Seville,Bars & Clubs • Dance Clubs & Discos,,3.1,33,FALSE,,,"Lobby Club is one of the top nightclubs in Seville’s nightlife scene. Located in the city center, next to the Triana Bridge and very close to Plaza de Armas at Avda. Reyes Católicos, number 23, Lobby…",https://www.tripadvisor.com/Attraction_Review-g187443-d23717165-Reviews-Nightclub_Lobby_Club_Seville-Seville_Province_of_Seville_Andalucia.html
1048,33318563,Plüg Art & Co.,(1),Art Galleries,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33318563-Reviews-Plug_Art_Co-Seville_Province_of_Seville_Andalucia.html
1049,21253038,Southline Transfers,(2),Taxis & Shuttles • Food Tours,5,2,FALSE,,,At southline Transfers its a pleasure to drive our clients. Individually we would like that each service feels unique to each client and we are specialists with that.,https://www.tripadvisor.com/Attraction_Review-g187443-d21253038-Reviews-Southline_Transfers-Seville_Province_of_Seville_Andalucia.html
1050,25319792,Yuj es Yoga,(1),Yoga & Pilates,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d25319792-Reviews-Yuj_es_Yoga-Seville_Province_of_Seville_Andalucia.html
1051,17443741,La Artesana De Triana,(2),Speciality & Gift Shops,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d17443741-Reviews-La_Artesana_De_Triana-Seville_Province_of_Seville_Andalucia.html
1052,5906212,Taiyo Sushi Bar Restaurante Japones,(6),Bars & Clubs,3.8,6,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d5906212-Reviews-Taiyo_Sushi_Bar_Restaurante_Japones-Seville_Province_of_Seville_Andalucia.html
1053,12389034,Guias de Sevilla A.U.I.T.S,(2),City Tours • Sightseeing Tours,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d12389034-Reviews-Guias_de_Sevilla_A_U_I_T_S-Seville_Province_of_Seville_Andalucia.html
1054,33311302,Plüg Art & Co.,(1),Speciality & Gift Shops • Antique Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33311302-Reviews-Plug_Art_Co-Seville_Province_of_Seville_Andalucia.html
1055,32848176,LOCK & enjoy! - Consignas en Alfalfa,(1),Self-Guided Tours & Rentals,5,1,FALSE,,,"Automatic luggage storage. Local open 24h in the center of Seville. We have lockers of various sizes and even a storage room for larger objects or several suitcases of groups. ""Leave it All and Enjoy…",https://www.tripadvisor.com/Attraction_Review-g187443-d32848176-Reviews-LOCK_enjoy_Consignas_en_Alfalfa-Seville_Province_of_Seville_Andalucia.html
1056,23329918,Enforex Spanish School Sevilla,(1),Lessons & Workshops,5,1,FALSE,,,"Our Enforex school in Seville is a terrific place to socialize, study, and stay cool in Seville’s typical heat. With a multimedia room, vending machines, and a nice library, our school is designed…",https://www.tripadvisor.com/Attraction_Review-g187443-d23329918-Reviews-Enforex_Spanish_School_Sevilla-Seville_Province_of_Seville_Andalucia.html
1057,33147216,VisitarSevilla.com,(1),Walking Tours • Private Tours,5,1,FALSE,,,"VisitSeville.com is a local reference company in Seville, specializing in the organization of guided tours, private tours and cultural and educational activities, both for individual travelers and…",https://www.tripadvisor.com/Attraction_Review-g187443-d33147216-Reviews-VisitarSevilla_com-Seville_Province_of_Seville_Andalucia.html
1058,28329151,Comedy Nuggets Sevilla,(1),Comedy Clubs • Theater & Performances,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28329151-Reviews-Comedy_Nuggets_Sevilla-Seville_Province_of_Seville_Andalucia.html
1059,20813417,Clinica Dentae Sevilla,(1),Multi-day Tours • Day Trips,5,1,FALSE,,,"Dental clinic in Seville, dental specialists. Dental implants, oral surgery, periodontics, dental aesthetics.",https://www.tripadvisor.com/Attraction_Review-g187443-d20813417-Reviews-Clinica_Dentae_Sevilla-Seville_Province_of_Seville_Andalucia.html
1060,32985421,La Solaire Yoga,(1),Yoga & Pilates,5,1,FALSE,,,"Prendre du temps seul.e ou entre amis, collègues, famille à travers la pratique du yoga dans un des lieux incontournables de Séville où vous serez bercé.e par le son des perruches et des chevaux. …",https://www.tripadvisor.com/Attraction_Review-g187443-d32985421-Reviews-La_Solaire_Yoga-Seville_Province_of_Seville_Andalucia.html
1061,19767437,Virtual Magallanes,(3),Walking Tours,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d19767437-Reviews-Virtual_Magallanes-Seville_Province_of_Seville_Andalucia.html
1062,5919756,Casa Antonio Moreno,(5),Bars & Clubs,4.2,5,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d5919756-Reviews-Casa_Antonio_Moreno-Seville_Province_of_Seville_Andalucia.html
1063,33075522,Taberna La Queda De Triana,(1),Cabarets,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d33075522-Reviews-Taberna_La_Queda_De_Triana-Seville_Province_of_Seville_Andalucia.html
1064,27935526,ABAQ DMC SEVILLA,(1),Multi-day Tours • Cultural Tours,5,1,FALSE,,,"ABAQ is a Spanish DMC specialized in tailored services for leisure trips, cultural visits, incentives and events throughout Spain, with special attention to Andalusia.",https://www.tripadvisor.com/Attraction_Review-g187443-d27935526-Reviews-ABAQ_DMC_SEVILLA-Seville_Province_of_Seville_Andalucia.html
1065,20060452,Imperio del gourmet,(2),Food Tours • Wine Tours & Tastings,5,2,FALSE,,,Quality at your fingertips and for everyone We are the Empire of the gourmet and because it is gourmet it does not have to be expensive but we have quality and not any quality if not the quality of…,https://www.tripadvisor.com/Attraction_Review-g187443-d20060452-Reviews-Imperio_del_gourmet-Seville_Province_of_Seville_Andalucia.html
1066,32848863,Curioseety Sevilla,(1),Wine Tours & Tastings,5,1,FALSE,,,"We are a start-up that connects travelers with local food and wine products, allowing them to experience the authentic flavors of our land in a way that is deeply rooted in local culture, offering…",https://www.tripadvisor.com/Attraction_Review-g187443-d32848863-Reviews-Curioseety_Sevilla-Seville_Province_of_Seville_Andalucia.html
1067,31105035,Elena Guía oficial Sevilla,(1),City Tours • Cultural Tours,5,1,FALSE,,,"History leaves its mark I am Elena, I am an official tour guide since 2013 and passionate about the history of my city, Seville is much more than just the typical monuments, its history is unique.",https://www.tripadvisor.com/Attraction_Review-g187443-d31105035-Reviews-Elena_Guia_oficial_Sevilla-Seville_Province_of_Seville_Andalucia.html
1068,20089978,Francisco's Tours&Photography,(2),Private Tours • Day Trips,5,2,FALSE,,,"Photo Tour +: Discover Seville with an official tourist guide-photographer and get a unique photo book made with professional equipment I am Francisco, a Sevillian photographer and official tourist…",https://www.tripadvisor.com/Attraction_Review-g187443-d20089978-Reviews-Francisco_s_Tours_Photography-Seville_Province_of_Seville_Andalucia.html
1069,19921919,Pablo Góngora Vinagre,(2),Multi-day Tours • Private Tours,5,2,FALSE,,,"Local tourist guide / Local tourist guide / Lokaler Stadtführer / Local tourist guide My name is Pablo Góngora, I am a passionate guide with experience in this beautiful work. For me it is a pride…",https://www.tripadvisor.com/Attraction_Review-g187443-d19921919-Reviews-Pablo_Gongora_Vinagre-Seville_Province_of_Seville_Andalucia.html
1070,23227353,Arte Y Pureza - Cerámica Sevilla,(1),Speciality & Gift Shops • Paint & Pottery Studios,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d23227353-Reviews-Arte_Y_Pureza_Ceramica_Sevilla-Seville_Province_of_Seville_Andalucia.html
1071,5905687,Karaoke Ti Amo,(9),Bars & Clubs • Karaoke Bars,3.8,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d5905687-Reviews-Karaoke_Ti_Amo-Seville_Province_of_Seville_Andalucia.html
1072,23557382,Kaizen Center - Nervión,(1),Hammams & Turkish Baths,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d23557382-Reviews-Kaizen_Center_Nervion-Seville_Province_of_Seville_Andalucia.html
1073,17840358,Ohho Animaciones,(2),Escape Games • Scavenger Hunts,5,2,FALSE,,,"Events and animations company in charge of providing experiences to all our clients, from children's, tourist animations, city walks, dj, portable escape room, gymkhanas, etc.",https://www.tripadvisor.com/Attraction_Review-g187443-d17840358-Reviews-Ohho_Animaciones-Seville_Province_of_Seville_Andalucia.html
1074,17738640,Secata,(2),Private Tours • Day Trips,5,2,FALSE,,,"Wine Lover I am a wine enthusiastic and an entrepreneur. I lived in London for 5 years where I studied FDA Wine Business at Plumpton College, UK (Winemaking process, sommelier and wine business). …",https://www.tripadvisor.com/Attraction_Review-g187443-d17738640-Reviews-Secata-Seville_Province_of_Seville_Andalucia.html
1076,546588,Martian,(3),Speciality & Gift Shops,5,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d546588-Reviews-Martian-Seville_Province_of_Seville_Andalucia.html
1077,16700528,La Tregua,(3),Bars & Clubs,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d16700528-Reviews-La_Tregua-Seville_Province_of_Seville_Andalucia.html
1078,18901459,All Of Seville Tours,(2),Cultural Tours • Historical & Heritage Tours,5,2,FALSE,,,"All Of Seville Tours is a local company that helps you discover and explore Sevilla at your pace. We want to offer the best touristic services to YOU, so you can enjoy this beautifull city. Bike Tours…",https://www.tripadvisor.com/Attraction_Review-g187443-d18901459-Reviews-All_Of_Seville_Tours-Seville_Province_of_Seville_Andalucia.html
1079,19162172,Flavors Seville Food and Wine,(2),"Bar, Club & Pub Tours • Food Tours",5,2,FALSE,,,"Discover the Flavors of Seville I'm Anna, and I'm a lifelong foodie from New York City who landed in Seville and fell in love: the people, the architecture, the joyful energy and... the FOOD! I am…",https://www.tripadvisor.com/Attraction_Review-g187443-d19162172-Reviews-Flavors_Seville_Food_and_Wine-Seville_Province_of_Seville_Andalucia.html
1080,23653290,1001 Cachimbas,Speciality & Gift Shops,,,,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d23653290-Reviews-1001_Cachimbas-Seville_Province_of_Seville_Andalucia.html
1081,27531021,Tangier Patito Tours,(1),City Tours • Cultural Tours,5,1,FALSE,Open now,,"Tangier Patito Tours is a professional group of tour guides and transportation providers based in Tarifa and Tangier city, we provide you with the most comfortable ways to discover the most amazing…",https://www.tripadvisor.com/Attraction_Review-g187443-d27531021-Reviews-Tangier_Patito_Tours-Seville_Province_of_Seville_Andalucia.html
1083,23737299,Guadaluxe Ecocruceros,(4),Boat Tours,3.8,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d23737299-Reviews-Guadaluxe_Ecocruceros-Seville_Province_of_Seville_Andalucia.html
1084,21351203,TUI Musement Seville,(2),Private Tours • Day Trips,5,2,FALSE,,,"TUI Musement helps you get the best from every destination, by giving you easy access to memorable experiences around the world.",https://www.tripadvisor.com/Attraction_Review-g187443-d21351203-Reviews-TUI_Musement_Seville-Seville_Province_of_Seville_Andalucia.html
1085,28486627,Plaza de España,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28486627-Reviews-Plaza_de_Espana-Seville_Province_of_Seville_Andalucia.html
1086,28469159,Alvarez Quintero Brothers Monument,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28469159-Reviews-Alvarez_Quintero_Brothers_Monument-Seville_Province_of_Seville_Andalucia.html
1087,28469163,Fuente Jardines Del Prado San Sebastian,(1),Fountains,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28469163-Reviews-Fuente_Jardines_Del_Prado_San_Sebastian-Seville_Province_of_Seville_Andalucia.html
1088,28471152,Puerta Del Bautismo,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28471152-Reviews-Puerta_Del_Bautismo-Seville_Province_of_Seville_Andalucia.html
1089,28403951,Glorieta Rafael De Leon Fountain,(1),Fountains,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28403951-Reviews-Glorieta_Rafael_De_Leon_Fountain-Seville_Province_of_Seville_Andalucia.html
1090,28408346,Gurugu Mount Waterfall,(1),Waterfalls,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28408346-Reviews-Gurugu_Mount_Waterfall-Seville_Province_of_Seville_Andalucia.html
1091,28405316,Glorieta de Los Hermanos Álvarez Quintero,(1),Architectural Buildings • Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28405316-Reviews-Glorieta_de_Los_Hermanos_Alvarez_Quintero-Seville_Province_of_Seville_Andalucia.html
1092,28402831,Jardines del Prado de San Sebastián,(1),Gardens,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28402831-Reviews-Jardines_del_Prado_de_San_Sebastian-Seville_Province_of_Seville_Andalucia.html
1093,28403607,Calle San Fernando,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28403607-Reviews-Calle_San_Fernando-Seville_Province_of_Seville_Andalucia.html
1094,28403001,Consulado De Portugal Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28403001-Reviews-Consulado_De_Portugal_Building-Seville_Province_of_Seville_Andalucia.html
1095,28409577,Captain Candy Shop- Calle Siepes,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28409577-Reviews-Captain_Candy_Shop_Calle_Siepes-Seville_Province_of_Seville_Andalucia.html
1096,28403130,Avenida El Cid,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28403130-Reviews-Avenida_El_Cid-Seville_Province_of_Seville_Andalucia.html
1097,28410350,Catedral De Sevilla Moorish Fountain,(1),Fountains,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28410350-Reviews-Catedral_De_Sevilla_Moorish_Fountain-Seville_Province_of_Seville_Andalucia.html
1098,28425733,Capilla Nuestra Senõra de la Encarnación y Santa Marta,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28425733-Reviews-Capilla_Nuestra_Senora_de_la_Encarnacion_y_Santa_Marta-Seville_Province_of_Sevil.html
1099,24153531,Parque Infantil Prado De San Sebastian,(1),Playgrounds,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d24153531-Reviews-Parque_Infantil_Prado_De_San_Sebastian-Seville_Province_of_Seville_Andalucia.html
1100,28408006,Glorieta De Juanita Reina,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28408006-Reviews-Glorieta_De_Juanita_Reina-Seville_Province_of_Seville_Andalucia.html
1101,28403610,Monumento A Dante Alighieri,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28403610-Reviews-Monumento_A_Dante_Alighieri-Seville_Province_of_Seville_Andalucia.html
1102,28406684,Isleta De Los Pajaros,(1),Islands,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28406684-Reviews-Isleta_De_Los_Pajaros-Seville_Province_of_Seville_Andalucia.html
1103,13970896,Mirasevilla,(5),City Tours • Cultural Tours,4.2,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d13970896-Reviews-Mirasevilla-Seville_Province_of_Seville_Andalucia.html
1104,28391833,Cruz Del Arquillo De Seville,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28391833-Reviews-Cruz_Del_Arquillo_De_Seville-Seville_Province_of_Seville_Andalucia.html
1105,28395812,12 Plaza De San Francisco Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28395812-Reviews-12_Plaza_De_San_Francisco_Building-Seville_Province_of_Seville_Andalucia.html
1106,28391834,6 Calle Manuel Rojas Marcos Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28391834-Reviews-6_Calle_Manuel_Rojas_Marcos_Building-Seville_Province_of_Seville_Andalucia.html
1107,3876717,LaExtraVagante,(5),Speciality & Gift Shops,4.6,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d3876717-Reviews-LaExtraVagante-Seville_Province_of_Seville_Andalucia.html
1108,28288092,Capilla de Nuestra Señora del Rosario,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28288092-Reviews-Capilla_de_Nuestra_Senora_del_Rosario-Seville_Province_of_Seville_Andalucia.html
1109,28334362,Minarete De La Mezquita De Ibn Adabbas,(1),Observation Decks & Towers,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28334362-Reviews-Minarete_De_La_Mezquita_De_Ibn_Adabbas-Seville_Province_of_Seville_Andalucia.html
1110,28296829,Supermercado Mas Cta Del Rosario,(1),Department Stores,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28296829-Reviews-Supermercado_Mas_Cta_Del_Rosario-Seville_Province_of_Seville_Andalucia.html
1113,28367789,Iglesia De San Alberto,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28367789-Reviews-Iglesia_De_San_Alberto-Seville_Province_of_Seville_Andalucia.html
1114,28106102,Fuente De Las Ranas ( Frog Fountain ),(1),Fountains,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28106102-Reviews-Fuente_De_Las_Ranas_Frog_Fountain-Seville_Province_of_Seville_Andalucia.html
1115,28279834,34 Calle Pages Del Corro Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28279834-Reviews-34_Calle_Pages_Del_Corro_Building-Seville_Province_of_Seville_Andalucia.html
1116,28277588,33 Calle San Jacinto Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28277588-Reviews-33_Calle_San_Jacinto_Building-Seville_Province_of_Seville_Andalucia.html
1117,28278836,Callejon De La Inquisicion,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28278836-Reviews-Callejon_De_La_Inquisicion-Seville_Province_of_Seville_Andalucia.html
1118,28248453,Plaza San Gil,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28248453-Reviews-Plaza_San_Gil-Seville_Province_of_Seville_Andalucia.html
1120,28126160,Plaza Pescaderia,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28126160-Reviews-Plaza_Pescaderia-Seville_Province_of_Seville_Andalucia.html
1121,28238736,Plaza Puerto Real,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28238736-Reviews-Plaza_Puerto_Real-Seville_Province_of_Seville_Andalucia.html
1122,28243080,Jardines Muralla De La Macarena,(1),Gardens,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28243080-Reviews-Jardines_Muralla_De_La_Macarena-Seville_Province_of_Seville_Andalucia.html
1123,28243776,Plaza La Legion,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28243776-Reviews-Plaza_La_Legion-Seville_Province_of_Seville_Andalucia.html
1124,28252276,La Torre Blanca (Torreón de la Tía Tomasa),(1),Ancient Ruins • Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28252276-Reviews-La_Torre_Blanca_Torreon_de_la_Tia_Tomasa-Seville_Province_of_Seville_Andalucia.html
1125,28253154,27 Calle San Jacinto Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28253154-Reviews-27_Calle_San_Jacinto_Building-Seville_Province_of_Seville_Andalucia.html
1126,28231836,Plaza De Los Maldonados,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28231836-Reviews-Plaza_De_Los_Maldonados-Seville_Province_of_Seville_Andalucia.html
1127,28243254,Parque Del Parlamento Andaluz,(1),Parks,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28243254-Reviews-Parque_Del_Parlamento_Andaluz-Seville_Province_of_Seville_Andalucia.html
1130,28236012,Calle Alfonso Xii,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28236012-Reviews-Calle_Alfonso_Xii-Seville_Province_of_Seville_Andalucia.html
1131,28228035,Edificio Pumerejo,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28228035-Reviews-Edificio_Pumerejo-Seville_Province_of_Seville_Andalucia.html
1132,28227740,Casa Grande Del Pumerejo,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28227740-Reviews-Casa_Grande_Del_Pumerejo-Seville_Province_of_Seville_Andalucia.html
1133,28212591,Convent Of Santa Isabel,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28212591-Reviews-Convent_Of_Santa_Isabel-Seville_Province_of_Seville_Andalucia.html
1134,28212856,6 Calle Munoz Leon Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28212856-Reviews-6_Calle_Munoz_Leon_Building-Seville_Province_of_Seville_Andalucia.html
1135,28212594,Fuente Santa Isabel,(1),Fountains,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28212594-Reviews-Fuente_Santa_Isabel-Seville_Province_of_Seville_Andalucia.html
1136,28212032,Capilla Nuestra Senõra De Los Dolores,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28212032-Reviews-Capilla_Nuestra_Senora_De_Los_Dolores-Seville_Province_of_Seville_Andalucia.html
1137,28134861,Plaza De La Esperanza Macarena,(1),Historic Walking Areas,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28134861-Reviews-Plaza_De_La_Esperanza_Macarena-Seville_Province_of_Seville_Andalucia.html
1138,17610758,NONINÁ FREE TOUR,(1),City Tours • Multi-day Tours,5,1,FALSE,,,"Do you want to know Seville in a different way? NONINÁ FREE TOUR offers you to get to know Seville in a different, fun and entertaining way, transmitting the essence of authentic Seville. Enjoy a …",https://www.tripadvisor.com/Attraction_Review-g187443-d17610758-Reviews-NONINA_FREE_TOUR-Seville_Province_of_Seville_Andalucia.html
1139,28158440,30 Alameda De Hercules Building,(1),Architectural Buildings,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28158440-Reviews-30_Alameda_De_Hercules_Building-Seville_Province_of_Seville_Andalucia.html
1141,28156959,Capilla De Los Luises,(1),Churches & Cathedrals,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187443-d28156959-Reviews-Capilla_De_Los_Luises-Seville_Province_of_Seville_Andalucia.html
