rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
3106,2460305,Vertice Comics,(3),Speciality & Gift Shops,4,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2460305-Reviews-Vertice_Comics-Barcelona_Catalonia.html
3107,9454555,Cinemes Girona,(2),Movie Theaters,4.5,2,FALSE,,,"European and international films Catalan films, dubbed and subtitled in Catalan Privates festivals and exhibitions Audiovisual screening Children and Young Adults Cinema And we are open to new proposals…",https://www.tripadvisor.com/Attraction_Review-g187497-d9454555-Reviews-Cinemes_Girona-Barcelona_Catalonia.html
3108,1937953,Spazio Wellness,Spas,Eixample,3.8,12,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d1937953-Reviews-Spazio_Wellness-Barcelona_Catalonia.html
3109,13139443,Marco Aldany Ronda Sant Antoni,(3),Spas,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13139443-Reviews-Marco_Aldany_Ronda_Sant_Antoni-Barcelona_Catalonia.html
3110,18818686,Jewish Experiences in Barcelona and Spain,(1),Walking Tours • Private Tours,5,1,FALSE,,,"Tours and Experiences through the Barcelona ’s rich Jewish history and cultural heritage. Explore the historic El Call Jewish Quarter, visit the Ancient Synagogue, and discover the Sephardic Museum…",https://www.tripadvisor.com/Attraction_Review-g187497-d18818686-Reviews-Jewish_Experiences_in_Barcelona_and_Spain-Barcelona_Catalonia.html
3111,3366936,Dandara Viajes Day Tours,(1),Sightseeing Tours,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d3366936-Reviews-Dandara_Viajes_Day_Tours-Barcelona_Catalonia.html
3112,21409690,Fleca La Moderna,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21409690-Reviews-Fleca_La_Moderna-Barcelona_Catalonia.html
3113,21317024,Casa Codina,(3),Architectural Buildings,4,3,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21317024-Reviews-Casa_Codina-Barcelona_Catalonia.html
3114,21388545,Casa Antònia Puget,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21388545-Reviews-Casa_Antonia_Puget-Barcelona_Catalonia.html
3115,21390068,Casa Pau Casades,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21390068-Reviews-Casa_Pau_Casades-Barcelona_Catalonia.html
3116,24142682,Parròquia Del Carme,(1),Churches & Cathedrals,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24142682-Reviews-Parroquia_Del_Carme-Barcelona_Catalonia.html
3117,24143308,Carta Històrica De Barcelona,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24143308-Reviews-Carta_Historica_De_Barcelona-Barcelona_Catalonia.html
3118,24141989,Parc Infantil,(1),Playgrounds,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24141989-Reviews-Parc_Infantil-Barcelona_Catalonia.html
3119,24137261,Parque Carrer Del Mirador,(1),Parks,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24137261-Reviews-Parque_Carrer_Del_Mirador-Barcelona_Catalonia.html
3120,24137230,Mirador,(1),Observation Decks & Towers,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24137230-Reviews-Mirador-Barcelona_Catalonia.html
3121,24137228,Gaudi Barcelona,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24137228-Reviews-Gaudi_Barcelona-Barcelona_Catalonia.html
3122,21501116,Farmacia Y Laboratorio Aguilar,(3),Architectural Buildings,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21501116-Reviews-Farmacia_Y_Laboratorio_Aguilar-Barcelona_Catalonia.html
3123,24010772,ANEXA,(1),Escape Games,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24010772-Reviews-ANEXA-Barcelona_Catalonia.html
3124,15289725,La Casa de les Altures,(3),Points of Interest & Landmarks • Architectural Buildings,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15289725-Reviews-La_Casa_de_les_Altures-Barcelona_Catalonia.html
3125,21157027,Friendly Local Guides,(4),City Tours • Coffee & Tea Tours,3.8,4,FALSE,,,"We're friendly, fun and flexible guides. We organize private local tours that combine must see and off the beaten path",https://www.tripadvisor.com/Attraction_Review-g187497-d21157027-Reviews-Friendly_Local_Guides-Barcelona_Catalonia.html
3126,21363574,Homenatge A Picasso,(3),Monuments & Statues,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21363574-Reviews-Homenatge_A_Picasso-Barcelona_Catalonia.html
3127,24020884,El Petó De La Mort,(1),Monuments & Statues,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24020884-Reviews-El_Peto_De_La_Mort-Barcelona_Catalonia.html
3128,16648943,BHappy Taxi,(2),Taxis & Shuttles,4.5,2,FALSE,Open now,,BHappy Taxi Barcelona is a company dedicated to the management of transfer services. BHappy Taxi Barcelona has as a main goal to make a great experience out of every trip with the best quality possible…,https://www.tripadvisor.com/Attraction_Review-g187497-d16648943-Reviews-BHappy_Taxi-Barcelona_Catalonia.html
3129,23295248,Barcelonartguide,(3),Cultural Tours • Historical & Heritage Tours,3.7,3,FALSE,,,Exclusive and unique Barcelona private tours to show you the best of my culture at your own pace. Live unforgettable travel memories and fall in love with my home town. If you are looking for customized…,https://www.tripadvisor.com/Attraction_Review-g187497-d23295248-Reviews-Barcelonartguide-Barcelona_Catalonia.html
3130,27163400,Nestra Center,(3),Yoga & Pilates,3.7,3,FALSE,,,"Out intimate space is designed to provide you with the relaxation, serenity and mindfulness you need to lead a healthier and happier life. Come & explore our wide range of yoga and meditation classes…",https://www.tripadvisor.com/Attraction_Review-g187497-d27163400-Reviews-Nestra_Center-Barcelona_Catalonia.html
3131,21359839,Casa Teresa Vallhonrat,(2),Points of Interest & Landmarks • Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21359839-Reviews-Casa_Teresa_Vallhonrat-Barcelona_Catalonia.html
3132,21363611,Casa Enric Batlló,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21363611-Reviews-Casa_Enric_Batllo-Barcelona_Catalonia.html
3133,28463680,Barcelona Bar Crawl,"Bar, Club & Pub Tours",,,,FALSE,,,"Largest Bar Crawl in Barcelona Barcelona Bar Crawl offers an unforgettable nightlife experience, taking you through the city’s top bars and ending with VIP entry to one of Barcelona’s hottest nightclubs…",https://www.tripadvisor.com/Attraction_Review-g187497-d28463680-Reviews-Barcelona_Bar_Crawl-Barcelona_Catalonia.html
3134,15531985,Casa Santurce,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15531985-Reviews-Casa_Santurce-Barcelona_Catalonia.html
3135,15672258,Estudi Oleguer Junyent,(1),Speciality Museums • Points of Interest & Landmarks,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15672258-Reviews-Estudi_Oleguer_Junyent-Barcelona_Catalonia.html
3136,23733657,OuiSportSpirit Barcelone,(4),Sports Camps & Clinics,4,4,FALSE,,,"OuiSportSpirit offers you a wide range of sports, cultural and linguistic stays in Barcelona.",https://www.tripadvisor.com/Attraction_Review-g187497-d23733657-Reviews-OuiSportSpirit_Barcelone-Barcelona_Catalonia.html
3137,13153378,Acupuntura Poblenou,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13153378-Reviews-Acupuntura_Poblenou-Barcelona_Catalonia.html
3138,23891598,Grupo Yura,(1),Multi-day Tours • Eco Tours,5,1,FALSE,,,"Activate your wild side Animal Welfare Advisors ‍ Education and research on fauna, nature and the environment Specialized trips with expert guides in the field (primatologists, veterinarians, Egyptologists…",https://www.tripadvisor.com/Attraction_Review-g187497-d23891598-Reviews-Grupo_Yura-Barcelona_Catalonia.html
3139,12201221,Tramuntana Rebost Mediterrani,(2),Speciality & Gift Shops,5,2,FALSE,,,"Shop specialized in food products of the Balearic Islands, we have D.O. wines, sobrasadas, cheeses, beers, ensaimadas, liqueurs, olives, jams, etc.",https://www.tripadvisor.com/Attraction_Review-g187497-d12201221-Reviews-Tramuntana_Rebost_Mediterrani-Barcelona_Catalonia.html
3140,8638616,TOUBAbike,Gear Rentals,El Raval,3.5,10,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8638616-Reviews-TOUBAbike-Barcelona_Catalonia.html
3141,7191658,Fills M. Sala,(3),Speciality & Gift Shops,4.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7191658-Reviews-Fills_M_Sala-Barcelona_Catalonia.html
3142,16657928,Casa Domenec Coll,(1),Architectural Buildings,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d16657928-Reviews-Casa_Domenec_Coll-Barcelona_Catalonia.html
3143,26812570,MAM Originals,(3),Speciality & Gift Shops,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d26812570-Reviews-MAM_Originals-Barcelona_Catalonia.html
3144,13139442,Marco Aldany,(8),Spas,3.1,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13139442-Reviews-Marco_Aldany-Barcelona_Catalonia.html
3145,23795428,Памятник Сан-Жорди. Автор Жанна Ребулль.,(1),Monuments & Statues,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d23795428-Reviews-Barcelona_Catalonia.html
3146,32963759,Tarannà Viajes,(7),Multi-day Tours • Cultural Tours,3.3,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d32963759-Reviews-Taranna_Viajes-Barcelona_Catalonia.html
3147,23755920,Bcstetik,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d23755920-Reviews-Bcstetik-Barcelona_Catalonia.html
3148,10182455,Ramonas Barcelona,(3),Speciality & Gift Shops,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10182455-Reviews-Ramonas_Barcelona-Barcelona_Catalonia.html
3149,24097571,Terpy Bcn Club,(3),Cigar Bars,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d24097571-Reviews-Terpy_Bcn_Club-Barcelona_Catalonia.html
3150,15760993,Parroquia del Crist Rei,(3),Churches & Cathedrals,3.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15760993-Reviews-Parroquia_del_Crist_Rei-Barcelona_Catalonia.html
3151,21502996,Marc,(3),Monuments & Statues,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21502996-Reviews-Marc-Barcelona_Catalonia.html
3152,15337595,Antiga Tinença d'Alcaldia,(1),Architectural Buildings,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15337595-Reviews-Antiga_Tinenca_d_Alcaldia-Barcelona_Catalonia.html
3153,6965682,Bcn Paella Experience,(3),Cooking Classes,4.3,3,FALSE,,,"If you want to experience something really authentic in Barcelona we recommend you do not miss the BcnPaellaExperience where you have the chance to see, participate, learn and eat one of the best …",https://www.tripadvisor.com/Attraction_Review-g187497-d6965682-Reviews-Bcn_Paella_Experience-Barcelona_Catalonia.html
3154,21363499,Casa Antoni I Marc Rocamora,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21363499-Reviews-Casa_Antoni_I_Marc_Rocamora-Barcelona_Catalonia.html
3155,7745663,Cafè Suec (ha traspasado),(3),Bars & Clubs • Coffeehouses,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7745663-Reviews-Cafe_Suec_ha_traspasado-Barcelona_Catalonia.html
3156,17442607,Librería Antinous,(2),Speciality & Gift Shops,4,2,FALSE,,,For all lovers of literature,https://www.tripadvisor.com/Attraction_Review-g187497-d17442607-Reviews-Libreria_Antinous-Barcelona_Catalonia.html
3157,8797318,eBikers Arc de Triomf Rental St.,(2),Gear Rentals,5,2,FALSE,Open now,,"Now you can rent your eBike with Promoparc. Discover the best locations in Barcelona. You can pick it up and return it afterwards at any of our Rental Points: GRACIA, ARC DE TRIOMF, SANTS, PUERTO …",https://www.tripadvisor.com/Attraction_Review-g187497-d8797318-Reviews-EBikers_Arc_de_Triomf_Rental_St-Barcelona_Catalonia.html
3158,19611603,Liliia Syromiatnikova,(1),City Tours • Cultural Tours,5,1,FALSE,,,Host of unusual tours Hi! My name is Lilya. I live in Barcelona. I am a passionate explorer of this city. I share life hacks of living in the heart of Catalonia and show it from a new unusual side…,https://www.tripadvisor.com/Attraction_Review-g187497-d19611603-Reviews-Liliia_Syromiatnikova-Barcelona_Catalonia.html
3159,20113980,Cosmic,(2),Speciality & Gift Shops,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d20113980-Reviews-Cosmic-Barcelona_Catalonia.html
3160,5905563,LHospitalet,(3),Bars & Clubs,4.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5905563-Reviews-LHospitalet-Barcelona_Catalonia.html
3161,23594885,Barcelona Tours by Dona e Carla,(1),Food Tours • Day Trips,5,1,FALSE,,,"We are a new generation company that puts all its enthusiasm and passion within the reach of travelers who want to explore and get to know the peculiar expression of Spanish culture, and in particular…",https://www.tripadvisor.com/Attraction_Review-g187497-d23594885-Reviews-Barcelona_Tours_by_Dona_e_Carla-Barcelona_Catalonia.html
3162,10065462,Barcelona Walking,(2),Hiking & Camping Tours,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10065462-Reviews-Barcelona_Walking-Barcelona_Catalonia.html
3163,23633030,SAM Esgrima Barcelona,(1),Sports Camps & Clinics,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d23633030-Reviews-SAM_Esgrima_Barcelona-Barcelona_Catalonia.html
3164,10413859,Club Esportiu Vall Parc,(9),Sports Complexes,3.7,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10413859-Reviews-Club_Esportiu_Vall_Parc-Barcelona_Catalonia.html
3165,4921344,Central 134,(2),Bars & Clubs,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d4921344-Reviews-Central_134-Barcelona_Catalonia.html
3166,10430875,Barcelona Rental Scooter,(2),Motorcycle Tours,5,2,FALSE,,,"We offer scooter tours so you get to know Barcelona better and without worries, riding one of our scooters. All tours include scooter rental, insurance, road assistance, a bottle of water, a map of…",https://www.tripadvisor.com/Attraction_Review-g187497-d10430875-Reviews-Barcelona_Rental_Scooter-Barcelona_Catalonia.html
3167,5906994,Champanillo del menorca,Bars & Clubs,La Verneda i la Pau,3.3,16,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5906994-Reviews-Champanillo_del_menorca-Barcelona_Catalonia.html
3168,23558797,Discover & Savor Tours,(1),Multi-day Tours • Private Tours,5,1,FALSE,,,"Family owned and operated tour company offering unique tours for groups of two to four people. We specialize in authentic and unique experiences in the regions in and around Barcelona, Girona, Costa…",https://www.tripadvisor.com/Attraction_Review-g187497-d23558797-Reviews-Discover_Savor_Tours-Barcelona_Catalonia.html
3169,23509670,Mountain soul riders,(1),Multi-day Tours • Canyoning & Rappelling Tours,5,1,FALSE,,,"Adventure sports, canyons, via ferratas, trekkings, mountain guides at your disposal. Equipment + insurance + guide",https://www.tripadvisor.com/Attraction_Review-g187497-d23509670-Reviews-Mountain_soul_riders-Barcelona_Catalonia.html
3170,7246054,Solera,(3),Theater & Performances,4.7,3,FALSE,,,"We are a new entertainment room of small format, located very close to the plaza of Spain, in Barcelona, with a variety of sessions highlighting flamenco Saturdays; and also jam sessions, theatre, …",https://www.tripadvisor.com/Attraction_Review-g187497-d7246054-Reviews-Solera-Barcelona_Catalonia.html
3171,10758388,Bikram Yoga,(3),Yoga & Pilates,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10758388-Reviews-Bikram_Yoga-Barcelona_Catalonia.html
3172,16708090,Kiddy's World,(1),City Tours • Cultural Tours,5,1,FALSE,,,Kiddy 's World is a company specialized in the world of children and families that offers value experiences.,https://www.tripadvisor.com/Attraction_Review-g187497-d16708090-Reviews-Kiddy_s_World-Barcelona_Catalonia.html
3174,21257431,The Axe Club,(1),Game & Entertainment Centers,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21257431-Reviews-The_Axe_Club-Barcelona_Catalonia.html
3175,23424244,Daniela's Wine & Gourmet Experience,(1),Wine Tours & Tastings,5,1,FALSE,,,"We are more than a wine store, we are a space where you´ll live unforgettable gastronomic experiences, with delicatessen products and wines from all over the world. A perfect harmonization between…",https://www.tripadvisor.com/Attraction_Review-g187497-d23424244-Reviews-Daniela_s_Wine_Gourmet_Experience-Barcelona_Catalonia.html
3176,8398856,Bike in Barcelona,(2),Gear Rentals,5,2,FALSE,,,"In Barcelona, you will find Bike in Barcelona, our office bikes rental at the best price, in order to move easily around. Bike rental from 6€ and electric scooter from 10€.",https://www.tripadvisor.com/Attraction_Review-g187497-d8398856-Reviews-Bike_in_Barcelona-Barcelona_Catalonia.html
3177,33447462,Luminiscence : Espectáculo Inmersivo y Música en Barcelona,(1),Adrenaline & Extreme Tours,4,1,FALSE,,,"The immersive LUMINISCENCE show continues its tour with a series of exceptional dates in Barcelona, in one of the most iconic monuments of the city: the Basilica of Santa Maria del Pi. Take a seat…",https://www.tripadvisor.com/Attraction_Review-g187497-d33447462-Reviews-Luminiscence_Espectaculo_Inmersivo_y_Musica_en_Barcelona-Barcelona_Catalonia.html
3178,18917198,Mirador Sarria,(2),Lookouts,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d18917198-Reviews-Mirador_Sarria-Barcelona_Catalonia.html
3179,21012591,Art and wine BCN,(1),Paint & Pottery Studios,5,1,FALSE,,,"A fantastic artistic experience in Barcelona! Be an artist for the evening in Barcelona; paint, socialise and enjoy yourself.",https://www.tripadvisor.com/Attraction_Review-g187497-d21012591-Reviews-Art_and_wine_BCN-Barcelona_Catalonia.html
3180,15227056,Parroquia de Nostra Senyora dels Dolors,(3),Churches & Cathedrals,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15227056-Reviews-Parroquia_de_Nostra_Senyora_dels_Dolors-Barcelona_Catalonia.html
3181,9861440,TMP,(3),Bus Services,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d9861440-Reviews-TMP-Barcelona_Catalonia.html
3182,8075928,Celler Terra de Marca,(2),Wine Tours & Tastings,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8075928-Reviews-Celler_Terra_de_Marca-Barcelona_Catalonia.html
3183,6959408,Gogo Ispaniya,(2),Sightseeing Tours,5,2,FALSE,,,We provide tour Barcelona and the surrounding area.,https://www.tripadvisor.com/Attraction_Review-g187497-d6959408-Reviews-Gogo_Ispaniya-Barcelona_Catalonia.html
3184,21009173,Torre Castañer,(2),Parks,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21009173-Reviews-Torre_Castaner-Barcelona_Catalonia.html
3185,14406973,Parroquia de Santa Tecla,(3),Churches & Cathedrals,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d14406973-Reviews-Parroquia_de_Santa_Tecla-Barcelona_Catalonia.html
3186,17624600,Font de la Pagesa,(2),Fountains,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17624600-Reviews-Font_de_la_Pagesa-Barcelona_Catalonia.html
3187,8774721,Ermenegildo Zegna,(5),Speciality & Gift Shops,3.8,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8774721-Reviews-Ermenegildo_Zegna-Barcelona_Catalonia.html
3188,5919252,L'Antull,(5),Bars & Clubs,3.6,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5919252-Reviews-L_Antull-Barcelona_Catalonia.html
3189,2071970,Dinamic Solutions,(2),Segway Tours,5,2,FALSE,,,"We do Segway Tours in Barcelona and other cities, Incentives, Booking of Restaurants and Organising all kind of Corporate Events. Private Tours and Hen/Stag Party with different activities.",https://www.tripadvisor.com/Attraction_Review-g187497-d2071970-Reviews-Dinamic_Solutions-Barcelona_Catalonia.html
3190,23211407,Taxi Gavà Mar,(1),Taxis & Shuttles,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d23211407-Reviews-Taxi_Gava_Mar-Barcelona_Catalonia.html
3191,12392484,The Tintin Shop,(8),Speciality & Gift Shops,3.5,8,FALSE,,,"This shop is completely dedicated to the Tintin's universe. The Tintin Shop is the first in Spain, the second in Europe and third in the world. You'll find all the official product like books in several…",https://www.tripadvisor.com/Attraction_Review-g187497-d12392484-Reviews-The_Tintin_Shop-Barcelona_Catalonia.html
3192,15759082,Casa Domenech i Estapa,(2),Points of Interest & Landmarks • Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15759082-Reviews-Casa_Domenech_i_Estapa-Barcelona_Catalonia.html
3193,20288275,Parròquia de Corpus Christi,(4),Churches & Cathedrals,3.5,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d20288275-Reviews-Parroquia_de_Corpus_Christi-Barcelona_Catalonia.html
3194,15759083,Casa Rodolf Juncadella,(3),Points of Interest & Landmarks • Architectural Buildings,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15759083-Reviews-Casa_Rodolf_Juncadella-Barcelona_Catalonia.html
3195,17549572,Casa Heribert Pons,(3),Architectural Buildings,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17549572-Reviews-Casa_Heribert_Pons-Barcelona_Catalonia.html
3196,21511789,Viatges Alegret,(3),Day Trips,3.7,3,FALSE,,,"Viatges Alegret, a travel agency in Lloret de Mar, was set up in 1991. The company, created by professionals with more than thirty years’ experience in tourism, prioritizes quality in the products…",https://www.tripadvisor.com/Attraction_Review-g187497-d21511789-Reviews-Viatges_Alegret-Barcelona_Catalonia.html
3197,14062692,Bcn Fitness,(6),Health Clubs,3.7,6,FALSE,Open now,,"Gym fitness Barcelona BCN Fitness SOFINTEL 24 hours, 1000 m2 more than 200 devices for your gym fitness training. GYM Low cost in Barcelona Eixample",https://www.tripadvisor.com/Attraction_Review-g187497-d14062692-Reviews-Bcn_Fitness-Barcelona_Catalonia.html
3198,33262097,Melrose Café,(1),Multi-day Tours • Private Tours,4,1,FALSE,,,"✨ Brunch from 09:00 to 22:00 in the heart of Barcelona – Discover The Melrose Cafe Looking for a place to brunch in Barcelona...even at night? Welcome to The Melrose Café, the only brunch restaurant…",https://www.tripadvisor.com/Attraction_Review-g187497-d33262097-Reviews-Melrose_Cafe-Barcelona_Catalonia.html
3199,8497732,Comfortcarvip,(2),City Tours • Taxis & Shuttles,5,2,FALSE,Open now,,"In comfortcarvip you take and guide you to the point of greatest interest to you, enjoying an exclusive and personalized service",https://www.tripadvisor.com/Attraction_Review-g187497-d8497732-Reviews-Comfortcarvip-Barcelona_Catalonia.html
3200,22885877,Welfare,(1),Health Clubs • Yoga & Pilates,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d22885877-Reviews-Welfare-Barcelona_Catalonia.html
3201,5900470,Bar Cafeteria Kampen,(2),Bars & Clubs,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5900470-Reviews-Bar_Cafeteria_Kampen-Barcelona_Catalonia.html
3202,21363502,Casa Ramon Casas,(4),Architectural Buildings,3.5,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21363502-Reviews-Casa_Ramon_Casas-Barcelona_Catalonia.html
3203,32973039,Wanna Bike - Rental & Tours,(1),Bike Tours • Gear Rentals,4,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d32973039-Reviews-Wanna_Bike_Rental_Tours-Barcelona_Catalonia.html
3204,10347928,La Sala - Escape Room,Escape Games,Sants-Montjuíc,3.2,21,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10347928-Reviews-La_Sala_Escape_Room-Barcelona_Catalonia.html
3205,21388543,Casa Enric Roger,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21388543-Reviews-Casa_Enric_Roger-Barcelona_Catalonia.html
3206,27502557,Aquamasajes Barcelona,(1),Hammams & Turkish Baths • Spas,4,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d27502557-Reviews-Aquamasajes_Barcelona-Barcelona_Catalonia.html
3207,21340350,Estatua Lucrecia,(1),Monuments & Statues,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21340350-Reviews-Estatua_Lucrecia-Barcelona_Catalonia.html
3208,20301387,Oasis Climbing Club,(1),Sports Camps & Clinics • Adrenaline & Extreme Tours,5,1,FALSE,,,"Climbing & yoga retreats Oasis Climbing Club offers an immersive retreat climbing experience, combining world-class locations, climbing and yoga. We also include meditation, breathing & visualisation…",https://www.tripadvisor.com/Attraction_Review-g187497-d20301387-Reviews-Oasis_Climbing_Club-Barcelona_Catalonia.html
3209,21380992,Joventut de Josep Clarà,(3),Monuments & Statues,3.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21380992-Reviews-Joventut_de_Josep_Clara-Barcelona_Catalonia.html
3210,19882934,Lata Peinada,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19882934-Reviews-Lata_Peinada-Barcelona_Catalonia.html
3211,33251063,Buganvilla Homenatge A Mary Santpere,(1),Monuments & Statues,4,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d33251063-Reviews-Buganvilla_Homenatge_A_Mary_Santpere-Barcelona_Catalonia.html
3212,15657692,Esclavas del Sagrado Corazón de Jesús,(1),Churches & Cathedrals,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15657692-Reviews-Esclavas_del_Sagrado_Corazon_de_Jesus-Barcelona_Catalonia.html
3213,33243954,Font De La Plaça De Sant Pere,(1),Fountains,4,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d33243954-Reviews-Font_De_La_Placa_De_Sant_Pere-Barcelona_Catalonia.html
3214,33238694,Homenagem A Pau Farinetes,(1),Monuments & Statues,4,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d33238694-Reviews-Homenagem_A_Pau_Farinetes-Barcelona_Catalonia.html
3215,6857342,Flamingos Vintage Kilo,Speciality & Gift Shops,Eixample,3.4,36,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d6857342-Reviews-Flamingos_Vintage_Kilo-Barcelona_Catalonia.html
3216,33221504,Busto De Santiago Rusiñol,(1),Monuments & Statues,4,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d33221504-Reviews-Busto_De_Santiago_Rusinol-Barcelona_Catalonia.html
3217,21225815,Tot a Granel,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21225815-Reviews-Tot_a_Granel-Barcelona_Catalonia.html
