location_id,name,rating,review_count,cuisine,price_range,url
751616,Dantxari,4.4,788,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751616-Reviews-Dantxari-Madrid.html
751619,El Buda Feliz,3.8,550,"Chinese, Asian",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751619-Reviews-El_Buda_Feliz-Madrid.html
751623,Fass,3.5,300,"German, International",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751623-Reviews-Fass-Madrid.html
751626,Hotel Restaurant at Villa Magna,4.2,74,"Mediterranean, European",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751626-Reviews-Hotel_Restaurant_at_Villa_Magna-Madrid.html
751630,La Barraca,3.9,3627,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751630-Reviews-La_Barraca-Madrid.html
751633,La Gamella,4.1,352,"American, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751633-Reviews-La_Gamella-Madrid.html
775579,Luna Rossa,4.0,436,"Italian, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d775579-Reviews-Luna_Rossa-Madrid.html
775632,Maria Pandora,3.8,24,"Bars & Pubs, Bar",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d775632-Reviews-Maria_Pandora-Madrid.html
776345,La Gloria de Montera,3.7,1503,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d776345-Reviews-La_Gloria_de_Montera-Madrid.html
777072,La Castela,4.4,1276,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d777072-Reviews-La_Castela-Madrid.html
777973,Bazaar,3.5,1955,Spanish,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d777973-Reviews-Bazaar-Madrid.html
778150,Cuarto y Mitad,4.0,327,"Steakhouse, Barbecue",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d778150-Reviews-Cuarto_y_Mitad-Madrid.html
779194,Samara,3.6,163,"Middle Eastern, Egyptian",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d779194-Reviews-Samara-Madrid.html
779669,O Potino,3.8,124,"Mediterranean, Spanish",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d779669-Reviews-O_Potino-Madrid.html
779678,El Paraguas,4.1,2660,"Mexican, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d779678-Reviews-El_Paraguas-Madrid.html
779707,Juana La Loca,4.3,2217,Spanish,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d779707-Reviews-Juana_La_Loca-Madrid.html
780909,Naomi,4.4,766,"Japanese, Sushi",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d780909-Reviews-Naomi-Madrid.html
780912,Restaurante Lua,4.2,1195,"Spanish, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d780912-Reviews-Restaurante_Lua-Madrid.html
781020,Asador Donostiarra,4.0,1521,"Steakhouse, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d781020-Reviews-Asador_Donostiarra-Madrid.html
781688,La Tahona,4.1,274,"Steakhouse, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d781688-Reviews-La_Tahona-Madrid.html
784407,El montero de Cazorla,4.4,306,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d784407-Reviews-El_montero_de_Cazorla-Madrid.html
784409,Tandoori Station,4.4,2126,"Indian, Asian",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d784409-Reviews-Tandoori_Station-Madrid.html
784874,Yamate,4.0,130,"Japanese, Sushi",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d784874-Reviews-Yamate-Madrid.html
788419,Las Tortillas De Gabino,4.3,839,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d788419-Reviews-Las_Tortillas_De_Gabino-Madrid.html
789250,RESTAURANTE 29 FANEGAS,4.2,295,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d789250-Reviews-RESTAURANTE_29_FANEGAS-Madrid.html
789949,Donosti,3.9,124,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d789949-Reviews-Donosti-Madrid.html
790177,Ayala Japon,3.9,201,"Japanese, Sushi",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d790177-Reviews-Ayala_Japon-Madrid.html
790576,Restaurante El Senador,4.2,457,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d790576-Reviews-Restaurante_El_Senador-Madrid.html
793170,Caripen Bistro,3.9,200,"Italian, French",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d793170-Reviews-Caripen_Bistro-Madrid.html
793548,Lateral,3.8,1379,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d793548-Reviews-Lateral-Madrid.html
794166,El Lando,4.4,530,"European, Spanish",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d794166-Reviews-El_Lando-Madrid.html
794378,Ojala,3.9,1432,"Bar, International",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d794378-Reviews-Ojala-Madrid.html
794471,La monteria,4.3,744,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d794471-Reviews-La_monteria-Madrid.html
794626,Ganges,3.8,338,"Indian, Asian",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d794626-Reviews-Ganges-Madrid.html
795230,Con 2 Fogones,3.9,398,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795230-Reviews-Con_2_Fogones-Madrid.html
795302,El Puchero,4.0,135,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795302-Reviews-El_Puchero-Madrid.html
795312,Restaurante De Maria Felix Boix,4.3,888,"Steakhouse, Barbecue",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795312-Reviews-Restaurante_De_Maria_Felix_Boix-Madrid.html
795373,Trattoria Pulcinella,4.7,3203,"Italian, Pizza",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
795424,El Telegrafo,3.8,481,"Seafood, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795424-Reviews-El_Telegrafo-Madrid.html
795430,Rubaiyat Madrid,4.0,1109,"Steakhouse, Brazilian",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795430-Reviews-Rubaiyat_Madrid-Madrid.html
795432,Los Arroces de Segis,3.1,547,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795432-Reviews-Los_Arroces_de_Segis-Madrid.html
795439,Asador Cristobal,4.3,296,"Steakhouse, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d795439-Reviews-Asador_Cristobal-Madrid.html
796361,La Ancha De Principe De Vergara,4.3,598,"Bar, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d796361-Reviews-La_Ancha_De_Principe_De_Vergara-Madrid.html
796535,La Cabana Argentina,4.5,2621,"Steakhouse, Barbecue",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d796535-Reviews-La_Cabana_Argentina-Madrid.html
796848,La Austriaca,4.4,192,"Cafe, Mediterranean",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d796848-Reviews-La_Austriaca-Madrid.html
796852,Casa Julio,3.9,532,"Bar, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d796852-Reviews-Casa_Julio-Madrid.html
797227,Alfredo s Barbacoa,3.8,1013,"American, Steakhouse",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d797227-Reviews-Alfredo_s_Barbacoa-Madrid.html
797554,El Respiro,4.0,373,"Bar, Mediterranean",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d797554-Reviews-El_Respiro-Madrid.html
798792,Lateral Castellana 89,3.5,747,"Bar, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d798792-Reviews-Lateral_Castellana_89-Madrid.html
799920,Julian de Tolosa,3.9,649,"Steakhouse, Spanish",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d799920-Reviews-Julian_de_Tolosa-Madrid.html
801061,Pepito s,3.2,88,"Steakhouse, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d801061-Reviews-Pepito_s-Madrid.html
801244,Baco y Beto,4.4,340,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d801244-Reviews-Baco_y_Beto-Madrid.html
803038,El Olvido Restaurante,3.8,337,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d803038-Reviews-El_Olvido_Restaurante-Madrid.html
803046,Il Regno di Napoli,4.1,170,"Italian, Pizza",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d803046-Reviews-Il_Regno_di_Napoli-Madrid.html
803072,El Recuerdo Restaurante,4.0,358,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d803072-Reviews-El_Recuerdo_Restaurante-Madrid.html
803129,La Finca de Susana,3.6,2176,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d803129-Reviews-La_Finca_de_Susana-Madrid.html
803137,Public,3.7,1214,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d803137-Reviews-Public-Madrid.html
804175,Paco Roncero Restaurante,4.4,717,"Mediterranean, European",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d804175-Reviews-Paco_Roncero_Restaurante-Madrid.html
804606,El Neru,4.1,1174,"European, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d804606-Reviews-El_Neru-Madrid.html
806704,Areia Chill Out,4.1,301,"Bars & Pubs, Bar",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d806704-Reviews-Areia_Chill_Out-Madrid.html
806802,RESTAURANTE Buen Gusto,3.8,222,"Chinese, Asian",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d806802-Reviews-RESTAURANTE_Buen_Gusto-Madrid.html
809346,Quenco,4.4,204,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d809346-Reviews-Quenco-Madrid.html
809698,Meson del Champinon,4.3,1087,"Bar, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d809698-Reviews-Meson_del_Champinon-Madrid.html
810223,El Cucurucho del Mar,4.1,665,"Seafood, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d810223-Reviews-El_Cucurucho_del_Mar-Madrid.html
810898,Taberna Griega,3.8,254,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d810898-Reviews-Taberna_Griega-Madrid.html
810908,Taj Mahal,3.4,76,Indian,$,https://www.tripadvisor.com/Restaurant_Review-g187514-d810908-Reviews-Taj_Mahal-Madrid.html
811141,Casa Jorge,3.4,186,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d811141-Reviews-Casa_Jorge-Madrid.html
811377,Vegaviana,3.9,227,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d811377-Reviews-Vegaviana-Madrid.html
811927,Malacatin,4.1,1280,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d811927-Reviews-Malacatin-Madrid.html
812848,La Rochela,4.1,143,"Latin, Colombian",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d812848-Reviews-La_Rochela-Madrid.html
813101,El Rincon De Jaen V,4.0,661,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d813101-Reviews-El_Rincon_De_Jaen_V-Madrid.html
814032,China Te,4.0,236,"Chinese, Japanese",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d814032-Reviews-China_Te-Madrid.html
814360,Asador Casa Juan,4.1,1821,"Steakhouse, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d814360-Reviews-Asador_Casa_Juan-Madrid.html
815949,La Taverna Siciliana,3.9,9,"Italian, Greek",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d815949-Reviews-La_Taverna_Siciliana-Madrid.html
